"Fishing Day","Fish","Fishing Gear","Site","Species","Weight (kg)","Length (cm)","Scale taken (0=N, 1=Y)","Floy Tag . (0=N)","Recap Tag . (0=N)","Preserved for testing (0=N, 1=Y)","Mortality (0=N, 1=Y)","Genetics Testing . (0=N)","Notes"
13.00,852.00,2.00,"2",4.00,0.01,3.60,,,,,,,
13.00,853.00,2.00,"2",5.00,0.01,3.30,,,,,,,
13.00,854.00,2.00,"2",5.00,0.01,2.60,,,,,,,
13.00,855.00,2.00,"2",5.00,0.01,3.50,,,,,,,
13.00,856.00,2.00,"2",5.00,0.01,2.50,,,,,1.00,,
13.00,857.00,2.00,"2",5.00,0.01,3.70,,,,,,,
13.00,858.00,2.00,"2",5.00,0.01,3.40,,,,,,,
13.00,859.00,2.00,"2",5.00,0.01,3.70,,,,,,,
13.00,860.00,2.00,"2",4.00,0.01,8.60,,,,,,,
13.00,861.00,2.00,"2",5.00,0.01,4.10,,,,,,,
13.00,862.00,2.00,"2",4.00,0.01,3.30,,,,,,,
13.00,863.00,2.00,"2",5.00,0.01,3.00,,,,,,,
13.00,864.00,2.00,"2",5.00,0.01,4.20,,,,,,,
13.00,865.00,2.00,"2",5.00,0.01,2.50,,,,,,,
13.00,866.00,2.00,"2",5.00,0.01,4.00,,,,,,,
13.00,867.00,2.00,"2",14.00,0.01,7.60,,,,,,,
13.00,868.00,2.00,"2",5.00,0.01,2.90,,,,,,,
13.00,869.00,2.00,"2",5.00,0.01,3.10,,,,,,,
13.00,870.00,2.00,"2",11.00,0.01,7.40,,,,,,,
13.00,871.00,2.00,"2",5.00,0.01,4.70,,,,,,,
13.00,872.00,2.00,"2",4.00,0.01,10.00,,,,,,,
13.00,873.00,2.00,"2",0.00,0.01,7.70,,,,,,,"TBD is listed as species, however it is not marked for genetic testing"
13.00,874.00,2.00,"2",1.00,0.01,10.80,,,,,,,
13.00,875.00,2.00,"2",5.00,0.01,3.20,,,,,,,
13.00,876.00,2.00,"2",4.00,0.01,8.20,,,,,,,
13.00,877.00,2.00,"2",14.00,0.01,7.80,,,,,,,
13.00,878.00,2.00,"2",5.00,0.01,3.00,,,,,,,
13.00,879.00,2.00,"2",4.00,0.01,8.20,,,,,,,
13.00,880.00,2.00,"2",4.00,0.01,9.50,,,,,,,
13.00,881.00,2.00,"2",5.00,0.01,3.50,,,,,,,
13.00,882.00,2.00,"2",21.00,0.01,9.50,,,,,,,
13.00,883.00,2.00,"2",4.00,0.01,8.70,,,,,,,
13.00,884.00,2.00,"2",5.00,0.01,2.80,,,,,,,
13.00,885.00,2.00,"2",21.00,0.01,10.70,,,,,,,
13.00,886.00,2.00,"2",5.00,0.01,3.50,,,,,,,
13.00,887.00,2.00,"2",10.00,0.01,6.00,,,,,,,"euthanized"
13.00,888.00,2.00,"2",4.00,0.01,4.10,,,,,,,
13.00,889.00,2.00,"2",4.00,0.01,4.00,,,,,,,
13.00,890.00,2.00,"2",4.00,0.01,3.50,,,,,,,
13.00,891.00,2.00,"2",0.00,0.01,8.00,,,,,,,"TBD is listed under species, however there it was not marked for genetics testing"
13.00,892.00,2.00,"2",4.00,0.01,9.50,,,,,,,
13.00,893.00,2.00,"2",7.00,0.01,5.60,,,,,,,
13.00,894.00,2.00,"2",4.00,0.01,9.50,,,,,,,
13.00,895.00,2.00,"2",5.00,0.01,2.70,,,,,,,
13.00,896.00,2.00,"2",3.00,0.01,11.00,,,,,,,
13.00,897.00,2.00,"2",5.00,0.01,3.20,,,,,,,
13.00,898.00,2.00,"2",5.00,0.01,3.40,,,,,,,
13.00,899.00,2.00,"2",5.00,0.01,4.50,,,,,,,
13.00,900.00,2.00,"2",5.00,0.01,4.50,,,,,,,
13.00,901.00,2.00,"2",10.00,0.01,3.30,,,,,,,"euthanized"
13.00,902.00,2.00,"2",5.00,0.01,2.80,,,,,,,
13.00,903.00,3.00,"3",,,,,,,,,,
13.00,904.00,3.00,"3",6.00,0.01,11.00,,,,,,,
13.00,905.00,3.00,"3",6.00,0.01,11.00,,,,,,,
13.00,906.00,3.00,"3",6.00,0.01,11.00,,,,,,,
13.00,907.00,3.00,"3",6.00,2.46,35.50,,500.00,,,,,
13.00,908.00,3.00,"3",6.00,0.01,75.00,,,,,,,
13.00,909.00,3.00,"3",6.00,0.01,6.30,,,,,,,
13.00,910.00,3.00,"3",6.00,0.01,11.50,,,,,,,
13.00,911.00,3.00,"3",6.00,0.01,10.40,,,,,,,
13.00,912.00,3.00,"3",6.00,0.01,9.60,,,,,,,
13.00,913.00,3.00,"3",6.00,0.01,11.40,,,,,,,
13.00,914.00,3.00,"3",6.00,0.01,9.50,,,,,,,
13.00,915.00,3.00,"3",6.00,0.01,9.60,,,,,,,
13.00,916.00,3.00,"3",6.00,0.01,9.50,,,,,,,
13.00,917.00,3.00,"3",6.00,0.01,11.20,,,,,,,
13.00,918.00,3.00,"3",6.00,0.01,10.00,,,,,,,
13.00,919.00,3.00,"3",6.00,0.01,9.70,,,,,,,
13.00,920.00,3.00,"3",6.00,0.01,9.50,,,,,,,
13.00,921.00,3.00,"3",6.00,0.01,8.50,,,,,,,
13.00,922.00,3.00,"3",6.00,0.01,10.00,,,,,,,
13.00,923.00,3.00,"3",6.00,0.01,10.30,,,,,,,
13.00,924.00,3.00,"3",6.00,0.01,7.70,,,,,,,
13.00,925.00,3.00,"3",6.00,0.01,11.30,,,,,,,
13.00,926.00,3.00,"3",6.00,0.01,10.30,,,,,,,
13.00,927.00,3.00,"3",6.00,0.01,9.50,,,,,,,
13.00,928.00,3.00,"3",6.00,0.01,10.60,,,,,,,
13.00,929.00,3.00,"3",6.00,0.01,9.60,,,,,,,
13.00,930.00,3.00,"3",6.00,0.01,10.40,,,,,,,
13.00,931.00,3.00,"3",6.00,0.01,9.20,,,,,,,
13.00,932.00,3.00,"3",6.00,0.01,9.30,,,,,,,
13.00,933.00,3.00,"3",6.00,0.01,9.60,,,,,,,
13.00,934.00,3.00,"3",6.00,0.01,9.50,,,,,,,
13.00,935.00,3.00,"3",6.00,0.01,9.60,,,,,,,
13.00,936.00,3.00,"3",6.00,0.01,11.50,,,,,,,
13.00,937.00,3.00,"3",6.00,0.01,10.00,,,,,,,
13.00,938.00,3.00,"3",6.00,0.01,11.00,,,,,,,
13.00,939.00,3.00,"3",6.00,0.01,10.90,,,,,,,
13.00,940.00,3.00,"3",1.00,1.79,56.00,,499.00,,,,,
13.00,941.00,4.00,"3",19.00,1.38,48.00,,498.00,,,,,
13.00,942.00,3.00,"3",11.00,0.16,19.00,,497.00,,,,,
13.00,943.00,3.00,"3",6.00,0.01,8.90,,,,,,,
13.00,944.00,3.00,"3",6.00,0.01,8.00,,,,,,,
13.00,945.00,3.00,"3",6.00,0.01,9.30,,,,,,,
13.00,946.00,3.00,"3",6.00,0.01,8.20,,,,,,,
13.00,947.00,3.00,"3",6.00,0.01,10.00,,,,,,,
13.00,948.00,3.00,"3",6.00,0.01,9.80,,,,,,,
13.00,949.00,3.00,"3",6.00,0.01,10.00,,,,,,,
13.00,950.00,3.00,"3",6.00,0.01,9.50,,,,,,,
13.00,951.00,3.00,"3",6.00,0.01,8.30,,,,,,,
13.00,952.00,3.00,"3",6.00,0.01,11.50,,,,,,,
13.00,953.00,3.00,"3",6.00,0.01,10.50,,,,,,,
13.00,954.00,3.00,"3",6.00,0.01,10.40,,,,,,,
13.00,955.00,3.00,"3",6.00,0.01,8.80,,,,,,,
13.00,956.00,3.00,"3",6.00,0.01,11.50,,,,,,,
13.00,957.00,3.00,"3",2.00,0.01,11.00,,,,,,,
13.00,958.00,4.00,"3",23.00,1.33,54.00,,496.00,,,,,
13.00,959.00,3.00,"3",17.00,0.86,39.00,,495.00,,,,,
13.00,960.00,3.00,"3",3.00,0.01,8.00,,,,,,,
14.00,961.00,2.00,"4",5.00,0.01,3.60,,,,,1.00,,
14.00,962.00,2.00,"4",5.00,0.01,3.10,,,,,1.00,,
14.00,963.00,2.00,"4",5.00,0.01,3.80,,,,,,,
14.00,964.00,2.00,"4",5.00,0.01,2.70,,,,,1.00,,
14.00,965.00,2.00,"4",4.00,0.01,4.50,,,,,,,
14.00,966.00,2.00,"4",5.00,0.01,3.30,,,,,,,
14.00,967.00,2.00,"4",5.00,0.01,4.30,,,,,,,
14.00,968.00,2.00,"4",4.00,0.01,10.20,,,,,,,
14.00,969.00,2.00,"4",5.00,0.01,3.40,,,,,,,
14.00,970.00,2.00,"4",4.00,0.01,3.50,,,,,,,
14.00,971.00,2.00,"4",3.00,0.01,11.00,,,,,,,
14.00,972.00,2.00,"4",5.00,0.01,4.30,,,,,,,
14.00,973.00,2.00,"4",5.00,0.01,3.20,,,,,,,
14.00,974.00,2.00,"4",3.00,0.01,13.00,,,,,,,
14.00,975.00,2.00,"4",25.00,0.01,11.00,,,,,,22.00,"FR022"
14.00,976.00,2.00,"4",11.00,0.01,9.30,,,,,,,
14.00,977.00,2.00,"4",5.00,0.01,3.00,,,,,,,
14.00,978.00,2.00,"4",4.00,0.01,2.60,,,,,,,
14.00,979.00,2.00,"4",5.00,0.01,4.00,,,,,,,
14.00,980.00,2.00,"4",5.00,0.01,4.90,,,,,,,
14.00,981.00,2.00,"4",4.00,0.01,4.00,,,,,,,
14.00,982.00,2.00,"4",4.00,0.01,3.70,,,,,,,
14.00,983.00,2.00,"4",4.00,0.01,3.30,,,,,,,
14.00,984.00,2.00,"4",4.00,0.01,2.90,,,,,,,
14.00,985.00,2.00,"4",5.00,0.01,4.20,,,,,,,
14.00,986.00,2.00,"4",4.00,0.01,2.60,,,,,,,
14.00,987.00,2.00,"4",5.00,0.01,3.70,,,,,,,
14.00,988.00,2.00,"4",4.00,0.01,4.40,,,,,,,
14.00,989.00,2.00,"4",4.00,0.01,9.00,,,,,,,
14.00,990.00,2.00,"4",3.00,0.01,12.80,,,,,,,
14.00,991.00,2.00,"4",5.00,0.01,4.70,,,,,,,
14.00,992.00,2.00,"4",5.00,0.01,3.60,,,,,,,
14.00,993.00,2.00,"4",4.00,0.01,3.50,,,,,,,
14.00,994.00,2.00,"4",5.00,0.01,3.70,,,,,,,
14.00,995.00,2.00,"4",5.00,0.01,4.20,,,,,,,
14.00,996.00,2.00,"4",5.00,0.01,3.30,,,,,,,
14.00,997.00,2.00,"4",11.00,0.01,10.10,,,,,,,
14.00,998.00,2.00,"4",4.00,0.01,7.90,,,,,,,
14.00,999.00,2.00,"4",4.00,0.01,9.20,,,,,,,
14.00,1000.00,2.00,"4",5.00,0.01,2.60,,,,,,,
14.00,1001.00,2.00,"4",5.00,0.01,4.50,,,,,,,
14.00,1002.00,2.00,"4",11.00,0.01,9.50,,,,,,,
14.00,1003.00,2.00,"4",3.00,0.01,9.30,,,,,,,
14.00,1004.00,2.00,"4",3.00,0.01,8.90,,,,,,,
14.00,1005.00,2.00,"4",5.00,0.01,3.40,,,,,,,
14.00,1006.00,2.00,"4",5.00,0.01,4.60,,,,,,,
14.00,1007.00,2.00,"4",10.00,0.01,4.60,,,,,,,"euthanized"
14.00,1008.00,2.00,"4",5.00,0.01,3.40,,,,,,,
14.00,1009.00,2.00,"4",10.00,0.01,6.40,,,,,,,"euthanized"
14.00,1010.00,2.00,"4",10.00,0.01,2.70,,,,,,,"euthanized"
14.00,1011.00,2.00,"4",5.00,0.01,3.50,,,,,,,
14.00,1012.00,3.00,"1",17.00,0.90,45.00,,539.00,,,,,
14.00,1013.00,3.00,"1",6.00,0.01,9.00,,,,,1.00,,
14.00,1014.00,3.00,"1",6.00,0.01,11.00,,,,,1.00,,
14.00,1015.00,3.00,"1",2.00,0.11,21.00,,540.00,,,,,
14.00,1016.00,3.00,"1",6.00,0.01,10.50,,,,,,,
14.00,1017.00,3.00,"1",6.00,0.01,11.60,,,,,,,
14.00,1018.00,3.00,"1",6.00,0.01,8.50,,,,,,,
14.00,1019.00,3.00,"1",6.00,0.01,9.50,,,,,,,
14.00,1020.00,3.00,"1",6.00,0.01,10.50,,,,,,,
14.00,1021.00,3.00,"1",6.00,0.01,11.00,,,,,,,
14.00,1022.00,3.00,"1",6.00,0.01,0.30,,,,,,,
14.00,1023.00,3.00,"1",6.00,0.01,0.70,,,,,,,
14.00,1024.00,3.00,"1",6.00,0.01,10.00,,,,,,,
14.00,1025.00,3.00,"1",6.00,0.01,10.80,,,,,,,
14.00,1026.00,3.00,"1",6.00,0.01,7.00,,,,,,,
14.00,1027.00,3.00,"1",6.00,0.01,11.00,,,,,,,
14.00,1028.00,3.00,"1",6.00,0.01,9.80,,,,,,,
14.00,1029.00,3.00,"1",6.00,0.01,8.60,,,,,,,
14.00,1030.00,3.00,"1",6.00,0.01,10.50,,,,,,,
14.00,1031.00,3.00,"1",6.00,0.01,7.40,,,,,,,
14.00,1032.00,3.00,"1",6.00,0.01,7.50,,,,,,,
14.00,1033.00,3.00,"1",6.00,0.01,10.40,,,,,,,
14.00,1034.00,3.00,"1",6.00,0.01,9.20,,,,,,,
14.00,1035.00,3.00,"1",6.00,0.01,7.90,,,,,,,
14.00,1036.00,3.00,"1",3.00,0.01,8.70,,,,,,,
14.00,1037.00,3.00,"1",5.00,0.09,16.00,,494.00,,,,,
14.00,1038.00,3.00,"1",6.00,0.01,7.50,,,,,,,
14.00,1039.00,3.00,"1",6.00,0.01,8.50,,,,,,,
14.00,1040.00,3.00,"1",6.00,0.01,9.00,,,,,,,
14.00,1041.00,3.00,"1",6.00,0.01,10.80,,,,,,,
14.00,1042.00,3.00,"1",6.00,0.01,10.30,,,,,,,
14.00,1043.00,3.00,"1",6.00,0.01,9.30,,,,,,,
14.00,1044.00,3.00,"1",6.00,0.01,7.40,,,,,,,
14.00,1045.00,3.00,"1",6.00,0.01,7.40,,,,,,,
14.00,1046.00,3.00,"1",6.00,0.01,9.50,,,,,,,
14.00,1047.00,3.00,"1",6.00,0.01,8.70,,,,,,,
14.00,1048.00,3.00,"1",6.00,0.01,7.50,,,,,,,
14.00,1049.00,3.00,"1",6.00,0.01,8.60,,,,,,,
14.00,1050.00,3.00,"1",6.00,0.01,10.50,,,,,1.00,,
14.00,1051.00,3.00,"1",6.00,0.01,7.90,,,,,,,
14.00,1052.00,3.00,"1",19.00,0.90,41.00,,491.00,,,,,
,238.00,4.00,"1",8.00,0.01,16.00,,,,,,,
,239.00,4.00,"1",5.00,0.01,18.00,,,,,,,
,240.00,4.00,"1",5.00,0.11,18.00,,,,,,,
,241.00,4.00,"1",15.00,0.30,34.00,,,,,,,
,242.00,4.00,"1",3.00,0.60,35.00,,,,,,,
,243.00,4.00,"1",8.00,0.10,20.00,,,,,,,
17.00,1094.00,3.00,"1",6.00,0.88,44.00,,51.00,,,,,
17.00,1095.00,3.00,"1",15.00,0.04,21.00,,54.00,,,,,
17.00,1096.00,3.00,"1",1.00,0.94,34.00,,55.00,,,,,
17.00,1097.00,3.00,"1",10.00,0.01,9.00,,,,,1.00,,"Euthanized"
17.00,1098.00,3.00,"1",10.00,0.01,8.00,,,,,1.00,,"Euthanized"
17.00,1099.00,3.00,"1",13.00,0.22,28.00,,,,,,,
18.00,1100.00,1.00,"1",12.00,0.04,11.00,,,,,,,
18.00,1101.00,1.00,"1",7.00,0.08,20.00,,,,,,,
18.00,1102.00,1.00,"2",7.00,0.08,17.00,,,,,,,
18.00,1103.00,1.00,"2",7.00,0.07,15.00,,,,,,,
18.00,1104.00,1.00,"2",7.00,0.14,20.00,,,,,,,
18.00,1105.00,3.00,"1",13.00,1.20,50.00,,,,,,,
18.00,1106.00,3.00,"1",13.00,0.16,44.00,,,,,,,
18.00,1107.00,3.00,"1",10.00,0.01,9.00,,,,,1.00,,"Euthanized"
19.00,1108.00,5.00,"3",22.00,2.87,79.00,,61.00,,,,,
19.00,1109.00,3.00,"3",2.00,0.18,40.00,,62.00,,,,,
19.00,1110.00,3.00,"3",3.00,0.93,40.00,,63.00,,,,,
20.00,1111.00,1.00,"4",7.00,0.19,24.90,,,,,,,
20.00,1112.00,2.00,"4",26.00,0.01,8.60,,,,,,,
20.00,1113.00,1.00,"4",1.00,0.54,31.80,,64.00,,,,,
20.00,1114.00,1.00,"4",5.00,0.03,13.50,,,,,,,
20.00,1115.00,2.00,"4",4.00,0.04,14.00,,,,,,,
20.00,1116.00,2.00,"4",4.00,0.09,14.40,,,,,,,
20.00,1117.00,2.00,"4",4.00,0.01,8.50,,,,,,,
20.00,1118.00,2.00,"4",4.00,0.01,8.40,,,,,,,
20.00,1119.00,2.00,"4",4.00,0.04,9.50,,,,,,,
20.00,1120.00,2.00,"4",4.00,0.01,8.40,,,,,,,
20.00,1121.00,2.00,"4",4.00,0.01,7.50,,,,,,,
20.00,1122.00,2.00,"4",4.00,0.01,4.70,,,,,1.00,,
20.00,1123.00,2.00,"4",10.00,0.01,7.60,,,,,1.00,,"Euthanized"
21.00,1124.00,3.00,"1",17.00,0.81,39.60,,,,,,,
21.00,1125.00,3.00,"1",10.00,0.01,9.50,,,,,1.00,,"Euthanized"
21.00,1126.00,3.00,"1",1.00,,61.50,,66.00,,,,,
21.00,1127.00,3.00,"1",1.00,9.15,86.00,,67.00,,,,,
21.00,1128.00,2.00,"2",3.00,0.01,10.30,,,,,,,
21.00,1129.00,2.00,"2",5.00,0.01,6.80,,,,,,,
21.00,1130.00,2.00,"2",7.00,0.01,6.30,,,,,,,
21.00,1131.00,2.00,"2",4.00,0.01,6.00,,,,,,,
21.00,1132.00,2.00,"2",8.00,0.06,14.00,,,,,,,
21.00,1133.00,2.00,"2",4.00,0.01,8.50,,,,,,,
21.00,1134.00,2.00,"2",7.00,0.05,14.80,,,,1.00,1.00,,
21.00,1135.00,2.00,"2",7.00,0.01,11.50,,,,,,,
21.00,1136.00,3.00,"1",3.00,0.28,28.20,,,,1.00,1.00,,"Eggs inside"
21.00,1137.00,4.00,"1",22.00,1.34,63.10,,,,1.00,1.00,,
21.00,1138.00,3.00,"1",5.00,0.11,17.10,,,,1.00,1.00,,
21.00,1139.00,4.00,"1",15.00,0.26,30.00,,79.00,,,,,
21.00,1140.00,2.00,"2",4.00,0.01,7.60,,,,,,,
21.00,1141.00,2.00,"2",4.00,0.01,8.30,,,,,,,
22.00,1142.00,1.00,"1",4.00,0.04,10.00,,,,,,,
22.00,1143.00,3.00,"1",2.00,0.54,35.40,,80.00,,,,,
22.00,1144.00,3.00,"1",5.00,0.09,17.10,,184.00,,,,,
22.00,1145.00,4.00,"1",15.00,0.49,37.90,,81.00,,,,,
22.00,1146.00,1.00,"2",4.00,0.01,7.50,,,,,,,
22.00,1147.00,1.00,"2",4.00,0.09,17.40,,82.00,,,,,
22.00,1148.00,1.00,"2",4.00,0.13,18.20,,83.00,,,,,
22.00,1149.00,1.00,"2",4.00,0.15,17.50,,84.00,,,,,
22.00,1150.00,1.00,"2",7.00,0.04,15.50,,86.00,,,,,
22.00,1151.00,3.00,"11",5.00,0.15,19.00,,87.00,,,,,
22.00,1152.00,3.00,"1",5.00,0.11,17.30,,88.00,,,,,
22.00,1153.00,4.00,"1",2.00,0.33,28.70,,89.00,,,,,
22.00,1154.00,4.00,"1",2.00,0.46,32.10,,90.00,,,,,
22.00,1155.00,3.00,"1",5.00,0.14,19.80,,91.00,,,,,
22.00,1156.00,3.00,"1",5.00,0.18,17.90,,92.00,,,,,
23.00,1157.00,3.00,"3",5.00,0.10,15.00,,,,,,,
23.00,1158.00,3.00,"3",8.00,0.05,15.50,,,,,,,
23.00,1159.00,4.00,"3",10.00,0.01,3.50,,,,,1.00,,
24.00,1222.00,1.00,"4",4.00,0.40,17.50,,,,,,,
24.00,1223.00,1.00,"3",10.00,0.01,9.10,,,,,1.00,,
24.00,1224.00,3.00,"3",27.00,0.01,8.90,,,,,,,
24.00,1225.00,3.00,"3",27.00,0.01,9.10,,,,,,,
24.00,1226.00,1.00,"4",4.00,0.09,17.10,,,,,,,
24.00,1227.00,1.00,"4",13.00,0.52,40.10,,97.00,,,,,
24.00,1228.00,3.00,"3",15.00,0.28,31.90,,98.00,,,,,
24.00,1229.00,3.00,"3",28.00,0.99,40.10,,99.00,,,,,
24.00,1222.00,1.00,"4",4.00,0.40,17.50,,,,,,,
24.00,1223.00,1.00,"3",10.00,0.01,9.10,,,,,1.00,,
24.00,1224.00,3.00,"3",27.00,0.01,8.90,,,,,,,
24.00,1225.00,3.00,"3",27.00,0.01,9.10,,,,,,,
24.00,1226.00,1.00,"4",4.00,0.09,17.10,,,,,,,
24.00,1227.00,1.00,"4",13.00,0.52,40.10,,,,,,,
24.00,1228.00,3.00,"3",15.00,0.28,31.90,,,,,,,
24.00,1229.00,3.00,"3",28.00,0.99,40.10,,,,,,,
25.00,1230.00,3.00,"1",11.00,0.05,16.90,,,,,,,
25.00,1231.00,3.00,"1",5.00,0.07,16.20,,,,,,,
25.00,1232.00,3.00,"1",5.00,0.19,20.30,,,,,,,
25.00,1233.00,3.00,"1",27.00,0.01,11.00,,,,,,,
25.00,1234.00,3.00,"1",27.00,0.01,9.00,,,,,,,
25.00,1235.00,3.00,"1",27.00,0.01,9.30,,,,,,,
25.00,1236.00,3.00,"1",2.00,0.54,34.00,,190.00,,,,,
25.00,1237.00,3.00,"1",2.00,0.15,22.60,,193.00,,,,,
25.00,1238.00,2.00,"2",7.00,0.03,12.50,,,,,,,
25.00,1239.00,2.00,"2",4.00,0.02,11.50,,,,,,,
25.00,1240.00,2.00,"2",4.00,0.08,15.00,,,,,,,
25.00,1241.00,2.00,"2",4.00,0.01,6.50,,,,,,,
25.00,1242.00,2.00,"2",4.00,0.01,5.20,,,,,,,
25.00,1243.00,2.00,"2",4.00,0.14,17.20,,185.00,,,,,
25.00,1244.00,2.00,"2",8.00,0.08,10.60,,,,,,,
30.00,1366.00,3.00,"1",5.00,0.09,15.90,,215.00,,,,,
30.00,1367.00,3.00,"1",5.00,0.12,18.20,,213.00,,,,,
30.00,1368.00,3.00,"1",5.00,0.09,17.10,,225.00,,,,,
30.00,1369.00,3.00,"1",5.00,0.12,18.10,,212.00,,,,,
30.00,1370.00,3.00,"1",5.00,0.12,19.10,,227.00,,,,,
30.00,1371.00,3.00,"1",5.00,0.11,17.20,,236.00,,,,,
30.00,1374.00,3.00,"1",5.00,0.09,14.90,,,,,,,
30.00,1375.00,3.00,"1",5.00,0.12,18.70,,226.00,,,,,
30.00,1376.00,3.00,"1",5.00,0.09,16.20,,63.00,,,,,
30.00,1377.00,3.00,"1",5.00,0.05,14.50,,,,,,,
30.00,1378.00,3.00,"1",5.00,0.11,16.30,,61.00,,,,,
30.00,1379.00,3.00,"1",5.00,0.12,18.70,,156.00,,,,,
30.00,1380.00,3.00,"1",5.00,0.06,15.30,,84.00,,,,,
30.00,1381.00,3.00,"1",11.00,0.04,12.20,,,,,,,
30.00,1382.00,3.00,"1",14.00,0.03,12.30,,,,,,,
30.00,1383.00,3.00,"1",11.00,0.05,13.90,,,,,,,
30.00,1384.00,3.00,"1",5.00,0.09,16.30,,91.00,,,,,
30.00,1385.00,3.00,"1",5.00,0.13,17.50,,99.00,,,,,
30.00,1386.00,3.00,"1",5.00,0.10,16.60,,82.00,,,,,
30.00,1387.00,3.00,"1",2.00,0.19,23.90,,31.00,,,,,
30.00,1388.00,3.00,"1",5.00,0.08,16.40,,87.00,,,,,
30.00,1389.00,3.00,"1",5.00,0.10,16.10,,85.00,,,,,
30.00,1390.00,3.00,"1",5.00,0.08,16.30,,98.00,,,,,
30.00,1391.00,3.00,"1",11.00,0.06,15.10,,203.00,,,,,
30.00,1392.00,3.00,"1",11.00,0.07,14.20,,,,,,,
30.00,1393.00,3.00,"1",5.00,0.12,17.60,,242.00,,,,,
30.00,1394.00,3.00,"1",5.00,0.12,15.20,,229.00,,,,,
30.00,1395.00,3.00,"1",5.00,0.12,17.70,,,,1.00,1.00,,"eggs"
30.00,1396.00,3.00,"1",5.00,0.06,15.70,,,,,,,
30.00,1397.00,4.00,"1",1.00,2.11,56.80,,32.00,,,,,
30.00,1398.00,3.00,"1",8.00,0.05,14.00,,,,1.00,1.00,,
30.00,1399.00,3.00,"1",11.00,0.09,15.30,,,,1.00,1.00,,
30.00,1400.00,3.00,"1",5.00,0.12,16.90,,246.00,,,,,
30.00,1401.00,3.00,"1",5.00,0.10,18.10,,234.00,,,,,
30.00,1402.00,3.00,"1",5.00,0.09,15.40,,,,,,,
30.00,1403.00,3.00,"1",27.00,0.01,8.60,,,,1.00,1.00,,
30.00,1404.00,3.00,"1",5.00,0.08,16.00,,243.00,,,,,
30.00,1405.00,4.00,"1",10.00,0.01,3.50,,,,,1.00,,
30.00,1406.00,3.00,"1",5.00,0.09,16.10,,245.00,,,,,
30.00,1407.00,3.00,"1",5.00,0.10,16.60,,208.00,,,,,
30.00,1408.00,3.00,"1",5.00,0.09,16.80,,240.00,,,,,
30.00,1409.00,3.00,"1",8.00,0.04,15.80,,,,,,,
30.00,1410.00,4.00,"1",1.00,1.56,48.40,,33.00,,,,,
30.00,1411.00,3.00,"1",5.00,0.03,14.50,,,,,,,
30.00,1412.00,3.00,"1",5.00,0.10,18.00,,202.00,,,,,
30.00,1413.00,3.00,"1",5.00,0.16,19.70,,195.00,,,,,
30.00,1414.00,3.00,"1",5.00,0.08,16.60,,186.00,,,,,
30.00,1415.00,3.00,"1",5.00,0.08,15.90,,194.00,,,,,
30.00,1416.00,3.00,"1",5.00,0.11,18.40,,191.00,,,,,
30.00,1417.00,3.00,"1",5.00,0.05,15.80,,200.00,,,,,
30.00,1418.00,4.00,"1",1.00,2.55,62.20,,34.00,,,,,
30.00,1419.00,3.00,"1",5.00,0.10,17.00,,211.00,,,,,
30.00,1420.00,3.00,"1",5.00,0.06,15.10,,241.00,,,,,
30.00,1421.00,4.00,"1",2.00,0.26,28.30,,,,1.00,1.00,,
30.00,1422.00,3.00,"1",5.00,0.06,15.10,,232.00,,,,,
30.00,1423.00,3.00,"1",11.00,0.06,14.00,,,,,,,
30.00,1424.00,3.00,"1",5.00,0.13,18.50,,228.00,,,,,
30.00,1425.00,3.00,"1",5.00,0.01,11.90,,,,,,,
30.00,1426.00,3.00,"1",5.00,0.04,14.00,,,,,,,
30.00,1427.00,3.00,"1",8.00,0.04,12.60,,,,,,,
30.00,1428.00,3.00,"1",5.00,0.09,16.00,,214.00,,,,,
30.00,1429.00,3.00,"1",27.00,0.01,8.60,,,,,,1.00,"FR027"
30.00,1430.00,3.00,"1",27.00,0.01,8.30,,,,,,1.00,"FR021"
30.00,1431.00,3.00,"1",27.00,0.01,7.70,,,,,,,
30.00,1432.00,3.00,"1",5.00,0.01,7.00,,,,,,,
30.00,1433.00,4.00,"1",2.00,0.44,31.20,,35.00,,,,,
30.00,1434.00,4.00,"1",3.00,0.64,36.10,,36.00,,,,,
30.00,1435.00,3.00,"1",27.00,0.01,8.10,,,,,,,
30.00,1436.00,4.00,"1",2.00,0.20,25.30,,37.00,,,,,
30.00,1437.00,4.00,"1",1.00,3.04,57.30,,38.00,,,,,
30.00,1438.00,4.00,"1",1.00,2.33,58.10,,39.00,,,,,
30.00,1439.00,4.00,"1",2.00,0.62,35.90,,40.00,,,,,
30.00,1440.00,4.00,"1",2.00,0.38,31.10,,184.00,,,,,
30.00,1441.00,3.00,"1",2.00,0.38,29.90,,41.00,,,,,
30.00,1442.00,3.00,"1",5.00,0.14,18.90,,169.00,,,,,
30.00,1443.00,3.00,"1",2.00,0.12,20.10,,222.00,,,,,
30.00,1444.00,4.00,"1",1.00,2.64,65.40,,42.00,,,,,
30.00,1445.00,3.00,"1",5.00,0.08,15.40,,235.00,,,,,
30.00,1446.00,3.00,"1",8.00,0.09,15.90,,189.00,,,,,
30.00,1447.00,3.00,"1",11.00,0.08,15.20,,230.00,,,,,
30.00,1448.00,3.00,"1",27.00,0.01,18.60,,,,,,,
